"Statistic","Year","Region","UNIT","VALUE"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Mid-East","%","50.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2004","Midland","%","60.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","State","%","63.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Northern and Western","%","60.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Border","%","61.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","West","%","60.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Southern","%","50.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Mid-West","%","53.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","South-East","%","59.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","South-West","%","45.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Eastern and Midland","%","72.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Dublin","%","78.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Dublin and Mid-East","%","131.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Mid-East","%","52.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2005","Midland","%","62.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","State","%","64.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Northern and Western","%","59.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Border","%","59.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","West","%","59.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Southern","%","51.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Mid-West","%","55.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","South-East","%","59.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","South-West","%","45.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Eastern and Midland","%","72.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Dublin","%","80.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Dublin and Mid-East","%","132.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Mid-East","%","51.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2006","Midland","%","58.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","State","%","66.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Northern and Western","%","62.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Border","%","63.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","West","%","62.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Southern","%","51.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Mid-West","%","56.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","South-East","%","60.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","South-West","%","46"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Eastern and Midland","%","75.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Dublin","%","83"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Dublin and Mid-East","%","137.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Mid-East","%","54.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2007","Midland","%","63.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","State","%","69.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Northern and Western","%","64.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Border","%","65.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","West","%","64"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Southern","%","56.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Mid-West","%","60.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","South-East","%","64.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","South-West","%","50.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Eastern and Midland","%","78.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Dublin","%","84.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Dublin and Mid-East","%","142.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Mid-East","%","58"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2008","Midland","%","68.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","State","%","70.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Northern and Western","%","70.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Border","%","72.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","West","%","69"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Southern","%","56.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Mid-West","%","62.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","South-East","%","71.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","South-West","%","48.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Eastern and Midland","%","78"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Dublin","%","84.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Dublin and Mid-East","%","142.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Mid-East","%","58.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2009","Midland","%","73.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","State","%","72.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Northern and Western","%","66"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Border","%","70.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","West","%","63"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Southern","%","58.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Mid-West","%","64.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","South-East","%","74.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","South-West","%","50.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Eastern and Midland","%","82.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Dublin","%","86"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Dublin and Mid-East","%","154.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Mid-East","%","68.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2010","Midland","%","77.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","State","%","70.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Northern and Western","%","59.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Border","%","65.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","West","%","56.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Southern","%","53.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Mid-West","%","59.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","South-East","%","71.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","South-West","%","45.6"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Eastern and Midland","%","84.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Dublin","%","87.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Dublin and Mid-East","%","160.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Mid-East","%","73.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2011","Midland","%","76.1"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","State","%","71.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","Northern and Western","%","60.5"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","Border","%","64.8"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","West","%","57.9"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","Southern","%","54.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","Mid-West","%","58.7"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","South-East","%","70.2"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","South-West","%","47"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","Eastern and Midland","%","84.3"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","Dublin","%","87.4"
"GVA at Factor Cost across branches - Market and Non Market Services (%)","2012","Dublin and Mid-East","%","160.8"
